Latitude Longitude ArrivingTime LeavingTime AgentID
40.000255446153844 116.30545403076924 2008-08-24,16:23:11 2008-08-24,16:55:27 104
40.00108697777778 116.3042475388889 2008-08-24,16:59:27 2008-08-24,17:36:03 104
39.929158619999995 116.33882960000001 2008-10-03,08:14:22 2008-10-03,08:46:04 104
39.92877588292684 116.29803502926828 2008-10-03,11:44:43 2008-10-03,14:53:34 104
39.8816876047619 116.32025586666666 2008-10-03,15:42:32 2008-10-03,17:37:18 104
39.912933281250005 116.40344161249999 2008-09-04,18:10:04 2008-09-04,22:35:12 104
39.936517875 116.2953451375 2007-12-19,18:05:34 2007-12-19,18:45:29 104
39.950869577777766 116.31757393333334 2007-12-19,19:10:49 2007-12-19,19:36:09 104
39.984809600000006 116.2995667172414 2007-12-12,13:38:15 2007-12-12,14:10:55 104
39.98203043703703 116.30144716296296 2007-12-12,14:23:35 2007-12-12,15:09:42 104
39.982699816666674 116.30782451666668 2007-12-12,15:19:57 2007-12-12,16:43:48 104
39.98455895000001 116.32308476 2007-12-12,16:49:23 2007-12-12,17:35:20 104
39.98710201379311 116.30149293103445 2007-12-12,17:50:44 2007-12-12,18:12:40 104
39.9886712 116.2998258 2008-09-30,13:11:37 2008-09-30,16:25:34 104
39.982160783333335 116.30451218333333 2008-09-30,16:25:35 2008-09-30,17:11:41 104
39.985121128571436 116.3258323142857 2007-12-29,22:46:34 2007-12-30,00:18:07 104
39.99030856666666 116.29802743333333 2008-07-11,18:57:53 2008-07-11,19:24:07 104
39.93023704999999 116.29812066555559 2008-10-11,08:57:08 2008-10-11,10:24:26 104
39.97294435172415 116.30102159241372 2008-10-11,11:04:47 2008-10-11,15:04:35 104
39.9828387 116.30741660000001 2008-08-28,19:07:50 2008-08-28,21:01:04 104
39.98645929999999 116.29890956923076 2008-08-28,21:22:07 2008-08-28,21:48:25 104
39.91739906666667 116.3095315 2008-03-28,09:28:01 2008-03-28,10:12:17 104
39.91889452631578 116.3106673894737 2008-03-28,10:16:17 2008-03-28,11:16:18 104
39.91792004666667 116.3119563933333 2008-03-28,11:20:18 2008-03-28,11:56:44 104
39.91707910833333 116.3051455 2008-03-28,12:21:29 2008-03-28,12:45:50 104
39.99005773333334 116.29618383333333 2008-03-28,13:17:53 2008-03-28,16:42:37 104
39.97483883600003 116.30082569699985 2008-10-05,11:39:13 2008-10-05,12:15:28 104
40.059960399999994 116.41095191272727 2008-10-05,12:39:20 2008-10-05,17:14:13 104
39.976736852158304 116.31027619208629 2008-10-05,18:03:53 2008-10-05,18:37:53 104
39.975724565384624 116.33024596923075 2007-11-30,14:34:51 2007-11-30,17:54:22 104
39.99379175833333 116.29827937500004 2007-11-30,19:06:21 2007-11-30,19:48:18 104
39.991629114062505 116.2983500734375 2007-11-30,19:48:23 2007-11-30,20:41:57 104
39.98156050000001 116.20322716666665 2008-08-27,12:57:13 2008-08-27,15:01:31 104
39.90746265 116.3022207625 2008-08-27,17:33:15 2008-08-27,18:08:53 104
39.90767888181818 116.30520889090909 2008-08-27,18:08:58 2008-08-27,20:51:30 104
39.910800280000004 116.30370694000001 2008-08-27,20:51:35 2008-08-27,21:56:07 104
39.99159572903227 116.29827636935482 2008-09-12,07:45:46 2008-09-12,08:29:14 104
40.219522925 116.23791995357142 2008-09-12,10:00:57 2008-09-12,13:02:34 104
39.99107106363637 116.29945685757575 2008-08-31,18:57:46 2008-08-31,19:21:06 104
39.9892923923077 116.30068659999999 2008-08-31,19:21:11 2008-08-31,20:05:06 104
39.99059525909091 116.29791585454545 2008-08-31,20:09:07 2008-08-31,20:57:49 104
39.97906142962964 116.3104734074074 2008-08-31,21:10:41 2008-08-31,21:39:27 104
39.89784589523809 116.3672724761905 2008-01-01,09:56:35 2008-01-01,11:12:14 104
39.8910449 116.36805245 2008-01-01,11:12:15 2008-01-01,13:29:39 104
39.900566758333326 116.36915495000001 2008-01-01,13:57:38 2008-01-01,17:40:25 104
39.92609936666667 116.31392323333334 2008-10-02,08:00:20 2008-10-02,11:11:33 104
39.99014274 116.298143752 2008-10-02,11:24:54 2008-10-02,11:53:16 104
39.92950312666667 116.29799977999998 2008-10-02,12:06:39 2008-10-02,14:32:51 104
39.94576165 116.3447908 2008-10-02,14:42:33 2008-10-02,18:24:45 104
39.989595800000004 116.3025983 2008-09-21,10:22:47 2008-09-21,13:56:17 104
39.99064944999999 116.30212560500001 2008-09-21,14:01:13 2008-09-21,14:38:03 104
39.99325056296297 116.30462315555553 2008-09-21,14:50:34 2008-09-21,15:12:12 104
39.99005346666666 116.30118129629629 2008-09-21,15:53:31 2008-09-21,16:27:01 104
39.990444059999994 116.29708616 2008-04-27,16:23:58 2008-04-27,17:46:24 104
39.991047025 116.29842455 2008-04-27,17:46:35 2008-04-27,18:26:09 104
39.982916044444444 116.30682217777775 2008-04-27,18:44:28 2008-04-27,21:10:49 104
39.937409421052635 116.32345598947369 2008-08-13,09:40:44 2008-08-13,10:09:09 104
39.93369650999999 116.33734750999997 2008-08-13,10:13:10 2008-08-13,11:57:02 104
39.9880844 116.30190216666666 2007-12-18,13:06:11 2007-12-18,13:40:56 104
39.989401625 116.30049409999998 2007-12-18,13:40:59 2007-12-18,17:27:21 104
39.98927719166667 116.30352840833335 2007-12-18,17:31:21 2007-12-18,20:59:10 104
39.98190194 116.2940971 2007-12-18,21:04:45 2007-12-18,21:26:42 104
39.88404745 116.19125165 2007-12-18,21:38:16 2007-12-18,23:41:15 104
39.988947227272725 116.3063238909091 2008-09-23,10:00:37 2008-09-23,12:09:54 104
39.98967420833334 116.29955961666668 2008-09-23,21:11:48 2008-09-23,21:40:36 104
39.96832431875 116.31212233124998 2008-09-06,09:49:53 2008-09-06,10:22:18 104
39.97215455 116.300430775 2008-09-06,10:45:24 2008-09-06,14:24:05 104
39.97207480000001 116.30035747826086 2008-09-06,14:24:15 2008-09-06,14:46:54 104
39.968905674999995 116.30151483125 2008-09-06,14:50:54 2008-09-06,17:29:15 104
39.95483075 116.31893245 2008-09-06,17:34:45 2008-09-06,18:39:40 104
39.929452637500006 116.29750766250001 2008-09-06,18:39:45 2008-09-06,19:56:34 104
39.93693945 116.32075678000001 2008-09-06,20:25:15 2008-09-06,22:02:47 104
39.98220319154929 116.30711616338033 2008-01-03,12:14:33 2008-01-03,13:12:31 104
39.99041633 116.29824072 2008-01-03,13:24:11 2008-01-03,14:24:10 104
39.98528605714286 116.29882414761903 2008-01-03,14:36:19 2008-01-03,15:20:29 104
39.94166705 116.29964162499999 2008-08-22,09:54:34 2008-08-22,10:20:47 104
39.97233995 116.31904995 2008-08-22,10:45:54 2008-08-22,12:14:07 104
39.99087283513513 116.29846899999998 2008-08-22,12:14:12 2008-08-22,13:39:53 104
39.98209936956522 116.30855276956525 2008-08-22,14:27:16 2008-08-22,18:40:19 104
39.9922741125 116.29860993749999 2008-08-22,19:09:26 2008-08-22,20:22:58 104
39.98203679444444 116.3082075388889 2007-12-05,13:36:39 2007-12-05,15:49:12 104
39.98707395263158 116.3015726105263 2007-12-05,16:30:30 2007-12-05,17:51:42 104
39.99050782727273 116.29835887727272 2008-09-16,09:23:57 2008-09-16,09:51:19 104
39.99938525217391 116.30379763913045 2008-09-16,09:55:49 2008-09-16,10:45:23 104
39.730028284615386 116.13585379230769 2008-09-14,10:00:17 2008-09-14,14:06:29 104
39.81219825 116.22023659999999 2008-09-14,14:06:30 2008-09-14,14:42:14 104
39.93046245 116.2994199 2008-09-14,15:26:57 2008-09-14,19:05:06 104
39.93675147391304 116.33501147391306 2008-08-06,13:00:35 2008-08-06,15:32:29 104
39.98983680227272 116.29775220909092 2008-08-06,16:20:11 2008-08-06,17:34:24 104
39.99050603225807 116.29331628387094 2008-08-06,17:39:10 2008-08-06,18:36:31 104
39.989711247826094 116.29290538260867 2008-08-06,18:40:31 2008-08-06,19:13:43 104
39.975133400000004 116.29458745714287 2008-08-06,19:14:22 2008-08-06,19:47:11 104
39.97685745 116.31139909999999 2007-12-06,17:14:21 2007-12-06,17:36:46 104
39.97995766296295 116.30805357777781 2007-12-06,17:50:55 2007-12-06,19:03:20 104
39.9805700909091 116.30899313636364 2007-12-06,19:07:18 2007-12-06,19:46:05 104
39.977614933333335 116.30569525 2007-12-06,19:46:06 2007-12-06,20:30:47 104
39.98910411875001 116.30427369374996 2007-12-25,18:38:22 2007-12-25,21:56:00 104
39.980443930769226 116.31072903846152 2008-01-09,18:38:34 2008-01-09,20:22:41 104
39.9785298 116.30870416363636 2008-01-09,20:22:42 2008-01-09,21:26:33 104
39.93638675454545 116.30165585454546 2008-02-24,15:18:35 2008-02-24,16:08:25 104
39.99032750704226 116.29832768591548 2008-02-24,16:08:30 2008-02-24,17:25:32 104
39.98543877142857 116.32611898571429 2008-02-24,17:47:39 2008-02-24,20:02:16 104
39.984018379999995 116.30690671142854 2007-12-17,17:17:28 2007-12-17,21:03:12 104
39.98370144827586 116.30296384137934 2007-12-17,21:03:17 2007-12-17,21:51:19 104
39.930982111764706 116.29776316470588 2007-12-08,10:00:34 2007-12-08,12:04:43 104
39.93535633636364 116.33239539999998 2007-12-08,12:04:44 2007-12-08,12:47:23 104
39.990746468181825 116.29892244545458 2008-08-26,09:48:06 2008-08-26,10:09:32 104
39.990073300000006 116.3428533 2008-08-26,10:56:18 2008-08-26,12:56:10 104
39.93678042285714 116.33000851428572 2008-08-26,13:00:35 2008-08-26,13:35:32 104
39.988101718749995 116.30957181041668 2008-09-25,10:18:47 2008-09-25,10:42:08 104
39.991266608333326 116.29811064166664 2008-09-25,10:45:30 2008-09-25,12:27:20 104
40.057978350000006 116.40830742916665 2008-09-25,13:29:32 2008-09-25,14:12:09 104
39.98785162 116.30123828 2008-09-25,16:07:18 2008-09-25,16:30:39 104
39.9983916 116.28127773333334 2008-09-25,16:45:59 2008-09-25,19:25:54 104
39.990970472 116.29831486399996 2008-09-25,19:25:59 2008-09-25,20:02:42 104
39.977738099999996 116.30836597499999 2008-09-25,20:10:30 2008-09-25,22:15:13 104
39.9774250875 116.30844855416662 2008-09-03,17:46:29 2008-09-03,19:23:19 104
39.98895982083333 116.29924432083335 2008-09-03,20:03:56 2008-09-03,21:18:47 104
39.98508335714286 116.32396672142855 2008-09-03,21:23:14 2008-09-03,22:00:49 104
39.98681082631578 116.30150837368421 2008-09-10,12:48:01 2008-09-10,14:16:00 104
39.9882881111111 116.35139345555558 2008-09-10,15:21:49 2008-09-10,20:16:40 104
39.99094795238095 116.31882907142857 2008-09-10,21:08:39 2008-09-10,21:32:14 104
39.99202004705882 116.32439485294117 2007-12-27,19:48:17 2007-12-27,21:28:40 104
39.99046550555555 116.29597188333335 2007-12-27,22:02:50 2007-12-28,02:49:54 104
39.990772164 116.29860579999996 2007-12-28,03:02:06 2007-12-28,04:00:30 104
40.068092759999985 116.32926242666665 2008-09-28,14:19:28 2008-09-28,14:53:40 104
39.95696216666666 116.33452216666666 2008-09-28,15:35:30 2008-09-28,16:33:25 104
39.988583283333334 116.29854743333333 2008-09-28,17:19:46 2008-09-28,18:32:07 104
39.978528028571425 116.30917684285714 2008-09-28,19:01:56 2008-09-28,21:18:05 104
39.98907346470588 116.30376505294117 2008-03-13,09:40:23 2008-03-13,11:27:47 104
39.987539745161286 116.3013579032258 2008-03-13,11:27:52 2008-03-13,12:02:42 104
39.989191275000024 116.30606187500001 2008-03-13,12:07:02 2008-03-13,18:33:35 104
39.99019105666667 116.29841278 2008-09-15,08:20:19 2008-09-15,08:45:56 104
39.975062449999996 116.34407915 2008-09-15,08:59:10 2008-09-15,09:26:07 104
39.97744193750001 116.38949422187501 2008-09-15,09:26:12 2008-09-15,09:48:22 104
39.985444224324326 116.38752315135133 2008-09-15,09:57:49 2008-09-15,10:39:36 104
39.991221273333345 116.38980371999999 2008-09-15,10:58:30 2008-09-15,11:23:19 104
39.99236306578948 116.38896577894737 2008-09-15,11:23:35 2008-09-15,12:29:19 104
39.99873473333333 116.38736794666666 2008-09-15,12:46:45 2008-09-15,13:15:15 104
39.989420640000006 116.30397162 2008-05-21,09:25:19 2008-05-21,13:05:05 104
39.97958463 116.31361844 2008-09-13,09:34:16 2008-09-13,12:09:32 104
39.99152576909091 116.2978874927273 2008-09-13,12:20:06 2008-09-13,15:18:53 104
39.92955839285714 116.29808007142857 2008-09-13,16:01:40 2008-09-13,18:07:31 104
39.92673428 116.32011544 2008-09-13,18:20:55 2008-09-13,19:21:12 104
39.926741472727265 116.32573980000001 2008-09-13,19:21:17 2008-09-13,20:19:28 104
39.98344143529412 116.31101562941177 2008-01-16,13:09:22 2008-01-16,13:38:14 104
39.936733270000005 116.32933125 2008-01-16,13:38:19 2008-01-16,15:03:42 104
39.94155383333333 116.33819436666666 2008-05-04,09:10:32 2008-05-04,09:35:21 104
39.939686988888894 116.33224217777777 2008-05-04,09:48:09 2008-05-04,10:17:02 104
39.935221600000006 116.33281052941176 2008-05-04,10:21:10 2008-05-04,11:09:18 104
39.980793030769235 116.30740737692304 2008-05-28,19:11:48 2008-05-28,20:08:46 104
39.98924817419354 116.30829468709678 2008-09-11,15:13:09 2008-09-11,15:35:05 104
39.98595211956522 116.2992478478261 2007-12-20,17:49:06 2007-12-20,18:39:52 104
39.99158430000001 116.29996946000001 2007-12-20,18:42:39 2007-12-20,19:08:05 104
39.98300685 116.34719161249998 2008-02-22,16:47:08 2008-02-22,17:52:34 104
39.99170724615385 116.29841611538464 2008-05-09,14:18:25 2008-05-09,14:42:51 104
39.94749785833333 116.41157021666669 2007-12-30,11:22:17 2007-12-30,13:09:03 104
40.00351825957446 116.31651935531913 2007-12-30,13:35:47 2007-12-30,15:36:54 104
39.984700821052634 116.32567863157895 2007-12-30,15:48:06 2007-12-30,19:27:11 104
39.98041148888889 116.30988993333332 2007-12-30,19:32:03 2007-12-30,22:24:48 104
39.98366296 116.30621062 2008-05-30,19:33:09 2008-05-30,20:40:59 104
39.93279175 116.30413619166667 2008-08-23,10:26:55 2008-08-23,10:51:27 104
39.98983125 116.29816745000001 2008-08-23,11:14:51 2008-08-23,13:03:20 104
39.96266495 116.33920702500001 2008-08-23,13:07:20 2008-08-23,13:56:05 104
39.9441805 116.29438063749997 2008-10-10,18:28:15 2008-10-10,20:13:47 104
39.986584933333326 116.30109326666667 2008-09-24,11:18:16 2008-09-24,16:04:41 104
39.953126076 116.31668713599998 2008-09-24,17:46:45 2008-09-24,20:08:01 104
39.966271292307695 116.35950084230768 2008-05-31,13:22:36 2008-05-31,17:20:39 104
39.93639648333333 116.29828855833334 2008-05-31,18:34:15 2008-05-31,18:58:34 104
39.93656784135341 116.33053634812033 2008-10-09,12:57:53 2008-10-09,13:52:08 104
39.936707071428565 116.33611780000001 2008-10-09,13:56:50 2008-10-09,15:09:19 104
39.98291166363637 116.2993840848485 2008-10-08,10:54:49 2008-10-08,11:56:59 104
39.99131811839623 116.29839464433961 2008-10-08,12:08:05 2008-10-08,16:24:33 104
39.95571878390088 116.31827349225998 2008-10-08,17:39:10 2008-10-08,18:23:34 104
39.96438634785276 116.31624044969321 2008-10-08,18:39:14 2008-10-08,19:19:03 104
39.92031865483871 116.35460118709678 2008-09-20,08:23:44 2008-09-20,12:11:21 104
39.9234384 116.35341360000004 2008-09-20,12:30:06 2008-09-20,17:40:40 104
39.99518880625 116.284488534375 2008-04-17,19:01:15 2008-04-17,20:12:03 104
39.95194432500001 116.32702118750001 2007-12-31,18:49:34 2007-12-31,21:59:30 104
39.958426599999996 116.35501995 2008-10-01,19:58:10 2008-10-01,21:54:06 104
39.98857994583332 116.30056556250001 2008-09-02,08:59:56 2008-09-02,09:25:42 104
39.9957353 116.30375360999999 2008-09-02,09:29:39 2008-09-02,12:24:03 104
39.935979477777785 116.33722113333332 2008-09-02,12:52:26 2008-09-02,15:53:10 104
39.995496328571434 116.29761452499999 2008-09-02,16:50:19 2008-09-02,17:16:47 104
39.98983758768116 116.29854720724641 2008-10-04,14:29:14 2008-10-04,16:56:05 104
39.987665204 116.30068738599999 2008-10-04,17:01:28 2008-10-04,17:22:38 104
39.990190599999984 116.29671705312495 2008-09-19,22:49:58 2008-09-19,23:14:54 104
39.990521616 116.29627007999997 2008-09-19,23:18:55 2008-09-20,00:18:36 104
39.97600569 116.311538025 2008-01-02,19:04:34 2008-01-02,22:17:18 104
39.98065456571428 116.29973975714283 2008-01-02,22:35:47 2008-01-02,23:13:31 104
39.98801996666667 116.30030715 2008-05-19,20:16:18 2008-05-19,20:37:34 104
39.9715203 116.32888959999998 2008-05-19,20:57:27 2008-05-19,21:50:07 104
39.990839896000004 116.29837148000003 2008-09-05,15:21:45 2008-09-05,20:40:11 104
39.967907960000005 116.32830962 2008-10-12,16:07:30 2008-10-12,17:46:53 104
39.98065686791904 116.30698055057795 2008-10-12,17:59:33 2008-10-12,18:29:10 104
39.98760539756757 116.30097421891882 2008-10-12,18:56:34 2008-10-12,19:41:06 104
40.0180326842892 116.36782967830409 2008-09-11,23:46:02 2008-09-12,00:38:16 103
40.021740657142864 116.38217113571429 2008-09-12,01:53:31 2008-09-12,02:56:21 103
40.024109100000004 116.19398665 2008-09-12,03:30:09 2008-09-12,04:21:55 103
39.94811883333333 116.3222844 2008-09-16,04:52:22 2008-09-16,05:20:56 103
39.92853666385806 116.29761830044336 2008-09-15,08:25:16 2008-09-15,09:00:05 103
39.98221694101122 116.3884081792135 2008-09-11,06:21:20 2008-09-11,06:44:40 103
39.98543711892735 116.38764386182955 2008-09-11,06:44:42 2008-09-11,07:06:28 103
39.937941386111106 116.32299748888889 2008-09-06,12:20:24 2008-09-06,13:47:24 103
39.942828590909095 116.33725965454546 2008-09-19,09:55:05 2008-09-19,10:34:58 103
39.92673838532821 116.29931054710416 2008-09-17,23:31:02 2008-09-17,23:56:41 103
39.925702724705886 116.30179053411763 2008-09-14,00:56:55 2008-09-14,02:00:51 103
40.538151775 116.01485876999998 2008-08-31,02:54:39 2008-08-31,03:31:08 103
40.46096006981134 115.97849136226415 2008-08-31,03:41:15 2008-08-31,04:05:55 103
40.545653898198225 116.00458767117131 2008-08-30,05:59:45 2008-08-30,06:22:43 103
40.54974719733745 116.00117632662717 2008-08-30,06:53:16 2008-08-30,07:25:50 103
40.546491945238095 116.00369899285718 2008-08-30,07:49:46 2008-08-30,09:06:15 103
39.926570988271656 116.29924297006181 2008-09-15,22:42:24 2008-09-15,23:19:21 103
39.95699199545454 116.33552310000003 2008-09-16,10:21:24 2008-09-16,12:44:29 103
39.932281274390235 116.30848684756097 2008-09-02,11:12:13 2008-09-02,12:50:18 103
39.96701482474226 116.34277785567014 2011-07-13,11:43:19 2011-07-13,13:42:05 168
39.98336347906977 116.3343519069768 2011-06-26,03:26:08 2011-06-26,03:53:36 168
40.033400204545465 116.34971934090908 2011-08-14,09:03:55 2011-08-14,09:40:36 168
40.03355916176472 116.34444707352945 2011-08-14,09:41:40 2011-08-14,13:02:03 168
30.069471812499998 118.17095393749997 2011-07-28,23:07:52 2011-07-28,23:55:25 168
30.122803156250026 118.18827391406245 2011-07-28,23:55:26 2011-07-29,02:04:22 168
30.14334872316385 118.16911943502818 2011-07-29,02:04:23 2011-07-29,02:25:15 168
30.140970169230787 118.1675277846154 2011-07-29,02:25:20 2011-07-29,03:20:48 168
30.12997016247141 118.16221171624723 2011-07-29,03:36:04 2011-07-29,04:33:04 168
30.127661433098588 118.16360774647885 2011-07-29,04:33:09 2011-07-29,05:15:35 168
30.12588329629631 118.16707903703706 2011-07-29,05:29:30 2011-07-29,05:53:01 168
30.124999716867457 118.16943282530114 2011-07-29,06:12:53 2011-07-29,06:32:56 168
39.97240441304348 116.32728386956525 2011-06-28,23:30:17 2011-06-29,01:39:11 168
39.97932105882352 116.3039458235294 2011-07-23,02:26:07 2011-07-23,06:53:52 168
39.96694831250001 116.34234677499998 2011-07-23,07:05:50 2011-07-23,08:48:11 168
39.9799778 116.30770853333334 2011-07-27,10:48:57 2011-07-27,12:18:16 168
39.970185666666666 116.348855 2011-06-22,11:56:39 2011-06-22,13:57:47 168
33.56968080434783 114.0377288478261 2009-09-30,11:57:57 2009-09-30,12:21:42 168
34.439709066115704 107.89940245454544 2011-07-31,02:54:18 2011-07-31,03:35:12 168
34.439931201663214 107.8996934386694 2011-07-31,03:35:18 2011-07-31,06:44:40 168
34.52534648913044 108.25609780434777 2011-07-31,07:15:00 2011-07-31,08:45:52 168
34.57332605128207 108.21440205641034 2011-07-31,08:58:34 2011-07-31,09:19:41 168
34.57571245709567 108.21385338943894 2011-07-31,09:19:46 2011-07-31,10:17:10 168
39.86522356140351 116.34907968070176 2011-07-05,23:42:25 2011-07-06,00:16:27 168
39.86528160538117 116.34930103139017 2011-07-06,00:16:30 2011-07-06,00:45:09 168
39.86492603246754 116.34898259090906 2011-07-06,00:47:30 2011-07-06,01:41:18 168
40.05331215 116.39918782499998 2011-07-11,13:51:30 2011-07-11,14:17:11 168
34.26071589382241 108.94236005791494 2011-08-01,02:22:24 2011-08-01,03:37:28 168
34.26132652340823 108.95301384456947 2011-08-01,04:02:26 2011-08-01,05:54:17 168
34.253766025 108.94862732500003 2011-08-01,06:10:54 2011-08-01,06:49:33 168
34.25506312012984 108.94239558441568 2011-08-01,09:03:58 2011-08-01,10:01:00 168
34.270312194214895 108.9272904586777 2011-08-01,10:17:38 2011-08-01,10:44:47 168
34.269988708835314 108.92650313453797 2011-08-01,10:44:52 2011-08-01,12:17:09 168
34.27056347794116 108.92725232352942 2011-08-01,12:17:14 2011-08-01,13:06:46 168
34.264780214659694 108.93747950261782 2011-08-01,13:38:09 2011-08-01,14:15:09 168
39.865318894557845 116.35836984353739 2011-07-12,12:22:45 2011-07-12,13:07:06 168
30.06312576859502 118.16712228099176 2011-07-28,13:48:58 2011-07-28,16:21:23 168
30.06380756470588 118.16671452941176 2011-07-28,16:21:24 2011-07-28,16:45:34 168
40.066241500956 116.40491471298014 2011-08-02,15:47:25 2011-08-03,02:05:12 168
40.422459142857136 116.59037071428573 2011-05-29,02:12:33 2011-05-29,08:26:28 168
40.30436536842107 116.58190542105261 2011-05-29,09:09:13 2011-05-29,10:09:41 168
39.9855286084656 116.1883037724867 2011-08-13,03:32:45 2011-08-13,03:59:45 168
39.98933409174311 116.1756403119266 2011-08-13,04:44:57 2011-08-13,05:09:52 168
39.98990191585762 116.17252835598704 2011-08-13,05:13:37 2011-08-13,05:53:56 168
40.00753659090909 116.40715563636363 2011-08-13,07:14:59 2011-08-13,08:41:28 168
39.99811654545454 116.390591 2011-08-13,09:05:43 2011-08-13,11:03:41 168
39.97961044067796 116.30422223728813 2011-07-16,00:54:27 2011-07-16,06:34:47 168
39.96693555905513 116.34239963779521 2011-07-16,06:46:09 2011-07-16,09:04:38 168
27.544679604166625 112.01370234848474 2009-10-02,09:02:27 2009-10-02,10:23:09 168
27.669768250000015 111.70599331666669 2009-10-02,11:41:20 2009-10-02,12:03:07 168
39.967026942029 116.34223571014492 2011-07-20,11:53:35 2011-07-20,13:50:00 168
34.22128574137931 108.95225215517237 2011-07-30,05:45:45 2011-07-30,10:18:04 168
34.222109694087386 108.95882954498711 2011-07-30,10:18:06 2011-07-30,13:55:04 168
40.06488358156027 116.40510328368799 2011-07-14,11:30:38 2011-07-14,12:28:08 168
39.86693858139537 116.34780686046516 2011-06-18,04:24:52 2011-06-18,10:23:03 168
39.966980278350505 116.34271003092786 2011-07-06,11:50:27 2011-07-06,13:33:09 168
39.96748201492538 116.34362856716419 2011-06-29,11:55:39 2011-06-29,14:13:04 168
39.8667007826087 116.34804206521737 2011-07-12,22:54:54 2011-07-13,01:30:59 168
40.001745210526316 116.39132968421052 2011-07-10,10:42:25 2011-07-10,11:31:28 168
40.06477458974359 116.40523181410259 2011-07-10,11:33:46 2011-07-10,12:14:29 168
39.998056940000005 116.39062920000003 2011-07-10,12:31:06 2011-07-10,14:49:58 168
39.96706316363636 116.34243733636363 2011-08-17,11:45:31 2011-08-17,14:00:52 168
39.97612564102565 116.32907051282055 2007-08-07,07:49:04 2007-08-07,09:18:48 157
39.96821666666665 116.3182333333335 2007-08-07,09:34:50 2007-08-07,10:38:48 157
39.815422222222224 119.51030694444425 2007-08-08,23:24:28 2007-08-09,01:37:39 157
